customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6996-HEERE,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),18.64,1221.65,No
3802-TUSUS,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.45,265.84,No
2730-QFYHJ,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.86,2442.41,No
7564-ISQAC,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.53,1776.23,No
9701-MPNTB,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.16,1962.87,Yes
5027-WPEHE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.65,3591.07,No
7336-PZIJX,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,19.04,1359.61,Yes
6193-GTLQB,Male,0,No,Yes,60,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),29.8,1855.19,No
9304-VTIBB,Male,1,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,60.96,1551.03,No
4515-QJSGX,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,85.5,3257.78,No
2941-QOFZO,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.09,3712.38,No
7442-MIHWX,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,116.8,3089.97,No
8404-IHFKQ,Male,1,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.48,765.22,No
9473-GHJDC,Male,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,87.54,2613.32,No
9447-VHEXZ,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.2,122.02,No
8321-NJQZJ,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.94,1226.91,Yes
5594-EBAQR,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,60.12,3135.81,No
4477-WSYFQ,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),56.47,3912.44,No
7613-OOQGS,Female,0,No,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),105.52,1089.25,No
4288-QKDFG,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.09,1006.16,No
2795-NVVUN,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),48.85,1690.55,No
6400-USPJE,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.37,1375.78,No
6032-IMPYB,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,1796.36,No
6051-EIUBJ,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.43,2320.48,No
2255-JDMBZ,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),110.62,4616.97,No
5177-IZBPP,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,109.6,4419.43,Yes
4140-PIGXR,Female,0,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,84.86,183.23,No
8625-ZEMXE,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,68.36,1181.68,Yes
8919-NZTMV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.42,5502.85,Yes
2245-MDHVO,Female,1,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.18,4340.06,Yes
6872-YQMDA,Male,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.44,2876.2,No
8501-ZKGKC,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.41,3284.45,No
4409-DJLXT,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),99.2,3573.12,No
1762-BUPEF,Male,0,Yes,No,37,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.68,3857.07,Yes
3618-TVBRU,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,2758.73,Yes
5374-BNDPG,Male,1,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,76.37,731.98,No
2300-SYYQH,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.73,1527.19,No
4666-MVFVI,Female,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),55.87,3582.93,No
8841-EGIVG,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.84,3126.71,No
6575-RBGQP,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.37,3707.38,No
9703-PDNXZ,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,95.45,5676.71,Yes
2694-LYXTI,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,40.02,481.83,No
3144-QAIPW,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.22,373.91,No
5268-UEGIH,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),111.31,7367.83,Yes
2405-DNDXD,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,29.67,51.38,Yes
4900-HBAWP,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.21,229.63,No
5369-DITNQ,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,92.64,3853.37,Yes
9400-EAOII,Female,0,No,No,17,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),71.05,1225.4,No
5050-APGDC,Female,1,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.45,1586.15,No
1143-KBBTN,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),83.12,3198.95,No
8067-WUGMU,Female,1,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.45,1221.18,No
7736-QNGZX,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),37.45,449.77,No
1541-XLWDM,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.75,2909.81,No
2449-MZEOB,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.08,2457.65,Yes
3356-BOZMA,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,109.01,6501.96,No
3228-WUGCV,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,69.33,18.8,No
6552-CIOCA,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.41,1185.46,No
5433-OBONP,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,115.62,4032.66,No
6215-LEXWP,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.75,3110.64,Yes
7197-XPVNO,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),112.71,6959.1,No
3512-SNVKJ,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,55.31,3762.18,No
9353-URAVN,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,26.93,1062.26,Yes
3225-CLITF,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,82.2,1857.07,No
8301-TOTKJ,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,112.5,6493.38,No
9285-ODVPP,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),88.73,2391.75,No
3080-HSPZT,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,22.36,1400.12,Yes
1117-LRIDL,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.98,1025.43,Yes
1065-PNEEW,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.72,510.7,No
8240-FUSMD,Male,0,No,Yes,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.82,692.6,No
8411-XDEJU,Female,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,72.13,5051.64,No
4974-FQEQR,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.77,4292.71,No
6743-ICHZT,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,117.53,3608.04,No
6321-PLBVH,Female,1,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,71.97,2213.6,No
6737-TCYYI,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.55,0.0,Yes
4614-DUGKT,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),33.71,1450.93,No
2956-OGBND,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,30.06,1975.45,No
6724-FXHSQ,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,82.87,5505.07,Yes
8457-IPCVP,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),34.34,219.96,Yes
7686-QWEWF,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,94.98,3516.07,No
1196-YKSIE,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.9,6068.21,Yes
2623-VPBBT,Male,0,No,No,52,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.63,2915.73,No
8969-VHBOJ,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),85.41,6173.2,No
5935-TXMAA,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,55.57,1514.95,No
1601-PDBXE,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),80.47,1685.99,No
3629-YWQQD,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),84.56,4831.47,No
5624-UKOAV,Female,0,No,No,72,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),89.67,6454.88,No
3445-ZOUBL,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.15,3874.03,No
5667-XFHJD,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.45,2512.16,No
4787-IRDEI,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.29,1993.29,Yes
8870-BXDHX,Male,1,Yes,No,63,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),66.62,4260.79,No
3792-SOVDS,Male,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.24,179.74,No
1569-HXHAE,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.46,1053.29,No
7629-LNIYU,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.12,913.75,No
3479-CYLVW,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.0,374.41,No
9621-DSTWG,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),29.12,813.1,No
7318-NMLOO,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.66,3815.11,Yes
7566-WXJPL,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.39,4678.1,No
2917-ZGAIH,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.11,441.33,Yes
1310-QORVV,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,23.12,753.13,No
1188-XWLSQ,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,102.87,5878.04,No
4353-YLEYD,Female,0,No,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,85.03,1945.08,No
5069-VKLBH,Female,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,110.27,2387.55,No
5481-ULUTA,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),117.76,1849.51,No
8107-FMDIR,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,103.31,1223.32,No
4112-PKFPH,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),109.74,2861.59,Yes
3706-EHZYY,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),95.48,6125.4,No
9769-LJYDD,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),110.42,3180.94,No
3187-LMKUG,Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,65.58,135.96,No
1712-GNTCJ,Male,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.27,7299.68,Yes
5235-FCRVT,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.59,484.54,No
3033-PSZPU,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,30.13,214.83,No
5919-UYHNR,Male,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.68,2629.54,No
8583-WGBQO,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.15,185.62,Yes
4345-LTNZG,Male,1,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.05,0.0,No
3450-FOFDZ,Male,1,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.27,744.81,No
1257-QASTJ,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),40.03,2971.6,Yes
1518-QBAGL,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,25.26,0.0,No
4729-OCOVJ,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.35,1211.53,Yes
9394-QBJCH,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,84.5,6049.84,No
1601-YHOWW,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.56,3464.9,No
6810-YJMRL,Female,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,87.71,757.34,No
9330-NMYGS,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),24.04,739.07,No
7846-WEAXO,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),87.05,3441.39,No
5272-ZFIWL,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.41,3401.87,No
6950-GKHDW,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.12,913.48,No
7310-QLLRU,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.53,966.24,No
8130-SDWRZ,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,37.01,2213.62,No
6523-PRFVS,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.68,1121.66,No
4927-GEAGI,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.01,397.56,No
3066-MRVGJ,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),69.28,4092.01,No
2585-RHGYE,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),62.55,1596.68,No
7561-IDJHC,Male,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),114.51,4956.97,No
4398-GLGMZ,Male,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,108.79,2054.08,Yes
8335-LYJOJ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,42.94,222.75,Yes
2928-AXGIA,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.43,3902.0,Yes
7397-WEGFN,Female,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.49,1152.45,Yes
9976-AGSFO,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.38,2669.71,No
8791-GPDEF,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.86,1010.65,No
9702-HHOSA,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),41.27,2440.01,No
1294-ARTJW,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.67,3434.93,No
7770-MOCDK,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,94.58,4399.69,No
5337-YRLMS,Male,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.12,960.5,No
5274-TGCZI,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,116.61,1422.56,No
5569-CUDRM,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,87.26,1902.68,No
8369-NGZVM,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,25.03,815.69,No
3609-AIFKJ,Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,25.43,1598.98,Yes
1824-MUYIY,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),48.84,2221.62,No
4431-RSEWO,Male,1,Yes,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.38,7455.03,No
7009-TIBKP,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,102.28,1344.94,Yes
1561-LHLML,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.24,4808.86,Yes
1753-RFTQC,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.62,2860.5,No
3807-UYDOU,Male,1,No,Yes,48,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.58,4932.64,No
5707-GTOZR,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),72.79,1051.55,Yes
9804-KLMVX,Male,1,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),117.71,7831.6,No
1535-YFYSG,Female,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.63,1943.17,Yes
7789-RAWGK,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,106.85,6749.7,No
9694-BTEHF,Male,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,24.35,222.09,No
4541-FDYYV,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.75,2047.58,No
2976-KRIOZ,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.8,3137.62,Yes
8639-ISZMC,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.38,4168.69,No
9537-XNEWL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,40.56,52.26,Yes
2844-HZPJZ,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.23,225.52,No
3743-QVTAX,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.33,3104.98,Yes
1669-UPNMQ,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.77,95.09,Yes
5348-KLGZK,Female,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.33,869.83,Yes
6768-FZTSQ,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),117.47,3941.19,Yes
1878-DSOCB,Female,1,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,103.14,5987.82,No
4369-NRSMW,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,22.4,949.09,Yes
6746-AUXXU,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.28,636.41,No
9887-TSRFH,Male,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.86,720.1,Yes
7773-PWLBU,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),36.48,1615.65,No
2073-XWUZP,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,34.63,878.29,Yes
