customerID,churn_prob,risk_tier,intervention,tenure,contract_enc,MonthlyCharges,service_depth,high_risk_combo,ltv_proxy
8606-AOFVF,0.3802,Medium,Bundle security add-on — proactive outreach,26,0,18.78,3,1,488.28000000000003
7561-IDJHC,0.3801,Medium,Loyalty reward or retention offer,43,0,114.51,3,0,4923.93
1072-IEQLX,0.38,Medium,Bundle security add-on — proactive outreach,53,0,24.84,5,1,1316.52
6460-STRAQ,0.38,Medium,Bundle security add-on — proactive outreach,13,1,40.16,5,0,522.0799999999999
8270-HZVVF,0.3799,Medium,Loyalty reward or retention offer,15,0,19.73,8,0,295.95
2583-QYJIT,0.3798,Medium,Loyalty reward or retention offer,43,0,79.96,1,0,3438.2799999999997
2450-HXVPJ,0.3796,Medium,Enroll in paperless billing + auto-pay,8,0,73.15,2,0,585.2
9641-OHFQW,0.3796,Medium,Bundle security add-on — proactive outreach,21,0,33.82,7,1,710.22
9997-SNDRI,0.3795,Medium,Loyalty reward or retention offer,65,0,47.84,7,0,3109.6000000000004
4862-ERCVT,0.3792,Medium,Loyalty reward or retention offer,37,0,104.2,3,0,3855.4
2157-VTOTI,0.3791,Medium,Bundle security add-on — proactive outreach,21,0,57.02,6,1,1197.42
9774-IZUAH,0.3789,Medium,Bundle security add-on — proactive outreach,69,1,19.73,7,0,1361.3700000000001
6949-OQFWD,0.3787,Medium,Bundle security add-on — proactive outreach,3,2,19.44,6,0,58.32000000000001
2220-YJSBY,0.3786,Medium,Loyalty reward or retention offer,51,0,92.23,1,0,4703.7300000000005
5724-RFKPT,0.3782,Medium,Loyalty reward or retention offer,35,0,48.18,2,0,1686.3
3518-AWHYH,0.3782,Medium,Loyalty reward or retention offer,68,0,106.94,6,0,7271.92
9840-IPUKM,0.3782,Medium,Bundle security add-on — proactive outreach,40,0,57.28,5,1,2291.2
1448-CNQAO,0.378,Medium,Loyalty reward or retention offer,63,0,54.96,1,0,3462.48
6097-SKUSM,0.3777,Medium,Loyalty reward or retention offer,62,0,34.69,4,0,2150.7799999999997
5651-PPVQO,0.3777,Medium,Loyalty reward or retention offer,23,0,103.38,2,0,2377.74
8262-ZZKFE,0.3776,Medium,Bundle security add-on — proactive outreach,35,1,88.48,5,0,3096.8
3242-FGGBP,0.3776,Medium,Loyalty reward or retention offer,46,0,61.45,6,0,2826.7000000000003
3552-HXYKI,0.3776,Medium,Loyalty reward or retention offer,47,0,113.89,3,0,5352.83
6204-XCYJV,0.3774,Medium,Enroll in paperless billing + auto-pay,16,0,59.64,3,0,954.24
4040-TRIMH,0.3772,Medium,Bundle security add-on — proactive outreach,1,1,91.74,5,0,91.74
9364-BYUSL,0.3771,Medium,Enroll in paperless billing + auto-pay,8,1,43.25,6,0,346.0
4308-XMWLK,0.3769,Medium,Bundle security add-on — proactive outreach,6,2,57.46,4,0,344.76
1903-LNQMJ,0.3769,Medium,Bundle security add-on — proactive outreach,51,0,70.78,7,1,3609.78
1926-HKUYS,0.3769,Medium,Loyalty reward or retention offer,25,0,80.75,2,0,2018.75
2682-MHNDB,0.3767,Medium,Loyalty reward or retention offer,72,0,18.54,3,0,1334.8799999999999
2123-QJVJT,0.3765,Medium,Bundle security add-on — proactive outreach,3,0,82.68,7,1,248.04000000000002
9785-VELPF,0.3764,Medium,Bundle security add-on — proactive outreach,31,2,109.12,6,0,3382.7200000000003
6883-MAOYC,0.3764,Medium,Loyalty reward or retention offer,29,0,66.38,2,0,1925.02
6795-ATFJM,0.3763,Medium,Loyalty reward or retention offer,64,0,44.01,3,0,2816.64
9011-NRISY,0.3762,Medium,Loyalty reward or retention offer,19,0,87.31,2,0,1658.89
5027-SHSAV,0.376,Medium,Enroll in paperless billing + auto-pay,64,1,92.32,4,0,5908.48
1740-UGDBX,0.3759,Medium,Loyalty reward or retention offer,58,0,97.21,1,0,5638.179999999999
6880-IJUFV,0.3756,Medium,Bundle security add-on — proactive outreach,69,0,103.88,5,1,7167.719999999999
3922-HRUMG,0.3756,Medium,Loyalty reward or retention offer,38,0,71.95,6,0,2734.1
7775-HTZVB,0.3755,Medium,Bundle security add-on — proactive outreach,18,1,50.38,6,0,906.84
4307-LPARQ,0.3754,Medium,Bundle security add-on — proactive outreach,26,1,57.65,5,0,1498.8999999999999
5757-IYDOM,0.3753,Medium,Enroll in paperless billing + auto-pay,46,0,70.52,4,0,3243.9199999999996
6300-KROHV,0.3753,Medium,Loyalty reward or retention offer,34,0,45.53,0,0,1548.02
9132-KVAXF,0.3742,Medium,Bundle security add-on — proactive outreach,54,1,107.93,6,0,5828.22
5405-TEZAH,0.374,Medium,Enroll in paperless billing + auto-pay,9,0,98.39,9,0,885.51
9266-ISKJZ,0.3738,Medium,Bundle security add-on — proactive outreach,10,2,48.43,5,0,484.3
5067-GEDNF,0.3736,Medium,Loyalty reward or retention offer,36,0,36.85,2,0,1326.6000000000001
3674-JMBHX,0.3734,Medium,Loyalty reward or retention offer,38,0,47.45,3,0,1803.1000000000001
1422-DAMAG,0.3733,Medium,Loyalty reward or retention offer,66,0,20.01,4,0,1320.66
4845-AZXZS,0.3731,Medium,Bundle security add-on — proactive outreach,42,2,104.62,2,0,4394.04
5479-JVCBY,0.3729,Medium,Bundle security add-on — proactive outreach,66,0,82.62,4,1,5452.92
2641-DSFRQ,0.3726,Medium,Bundle security add-on — proactive outreach,3,1,115.26,4,0,345.78000000000003
1577-SFIHL,0.3715,Medium,Bundle security add-on — proactive outreach,72,0,101.73,4,1,7324.56
2810-ISSST,0.3714,Medium,Bundle security add-on — proactive outreach,43,1,59.47,5,0,2557.21
5941-RUKRJ,0.3708,Medium,Loyalty reward or retention offer,27,0,113.2,2,0,3056.4
5988-WEYBR,0.3706,Medium,Loyalty reward or retention offer,28,0,71.49,5,0,2001.7199999999998
5635-HYRFS,0.3702,Medium,Bundle security add-on — proactive outreach,23,1,45.67,5,0,1050.41
5824-UABMT,0.3702,Medium,Loyalty reward or retention offer,30,0,71.03,6,0,2130.9
4247-WUEAP,0.3702,Medium,Loyalty reward or retention offer,59,0,97.8,1,0,5770.2
8456-AIFIZ,0.3702,Medium,Loyalty reward or retention offer,26,0,25.59,4,0,665.34
7916-TJQUV,0.3698,Medium,Loyalty reward or retention offer,24,0,54.06,7,0,1297.44
9848-PPAZD,0.3693,Medium,Loyalty reward or retention offer,13,0,19.26,3,0,250.38000000000002
1403-UKQSE,0.3692,Medium,Bundle security add-on — proactive outreach,32,2,87.05,4,0,2785.6
9371-XMCOD,0.3691,Medium,Loyalty reward or retention offer,49,0,78.69,5,0,3855.81
5162-IHPJN,0.3691,Medium,Bundle security add-on — proactive outreach,17,1,37.82,4,0,642.94
6580-MARKM,0.3691,Medium,Loyalty reward or retention offer,38,0,86.89,4,0,3301.82
1628-MVONV,0.3689,Medium,Bundle security add-on — proactive outreach,71,0,45.35,4,1,3219.85
4767-VSLYM,0.3688,Medium,Enroll in paperless billing + auto-pay,18,0,96.77,2,0,1741.86
9258-KJYHH,0.3681,Medium,Loyalty reward or retention offer,19,1,82.49,5,0,1567.31
7238-UOAVY,0.3679,Medium,Loyalty reward or retention offer,17,0,58.61,2,0,996.37
2108-UHJEF,0.3679,Medium,Bundle security add-on — proactive outreach,47,1,98.05,5,0,4608.349999999999
6197-CMKYL,0.3678,Medium,Enroll in paperless billing + auto-pay,24,0,59.56,2,0,1429.44
3432-CLRQB,0.3677,Medium,Loyalty reward or retention offer,48,0,82.74,1,0,3971.5199999999995
9684-SRJTH,0.3677,Medium,Loyalty reward or retention offer,10,1,50.49,5,0,504.90000000000003
3792-SOVDS,0.3676,Medium,Enroll in paperless billing + auto-pay,8,0,24.24,1,0,193.92
4643-OCJSE,0.3675,Medium,Enroll in paperless billing + auto-pay,3,0,25.55,1,0,76.65
5112-TBBFV,0.367,Medium,Loyalty reward or retention offer,4,0,116.99,2,0,467.96
6335-BKDPB,0.3668,Medium,Loyalty reward or retention offer,39,0,36.68,5,0,1430.52
4787-QJLGK,0.3667,Medium,Loyalty reward or retention offer,8,0,100.03,6,0,800.24
4794-XBOLK,0.3664,Medium,Bundle security add-on — proactive outreach,20,0,109.67,6,1,2193.4
8666-UFPGT,0.3663,Medium,Loyalty reward or retention offer,54,0,100.83,3,0,5444.82
5778-ZPQCO,0.3663,Medium,Enroll in paperless billing + auto-pay,11,0,33.14,3,0,364.54
7425-WZRKD,0.3661,Medium,Enroll in paperless billing + auto-pay,10,0,118.1,2,0,1181.0
1104-LGNBA,0.3657,Medium,Loyalty reward or retention offer,62,0,44.37,3,0,2750.94
3141-FXMYV,0.3656,Medium,Bundle security add-on — proactive outreach,20,0,61.61,6,1,1232.2
1258-KMFWS,0.3656,Medium,Loyalty reward or retention offer,54,1,97.26,4,0,5252.04
4259-MDWEJ,0.3656,Medium,Bundle security add-on — proactive outreach,64,1,80.58,3,0,5157.12
2307-ADIBY,0.3655,Medium,Loyalty reward or retention offer,60,0,30.36,2,0,1821.6
9927-WFRGB,0.3655,Medium,Loyalty reward or retention offer,0,0,84.76,2,0,0.0
1545-GINHP,0.3655,Medium,Loyalty reward or retention offer,56,0,68.22,5,0,3820.3199999999997
6217-MIYDV,0.3654,Medium,Bundle security add-on — proactive outreach,60,2,25.39,4,0,1523.4
1309-QYJGQ,0.3653,Medium,Loyalty reward or retention offer,40,0,71.45,4,0,2858.0
8435-RJZQA,0.3651,Medium,Bundle security add-on — proactive outreach,13,1,111.06,3,0,1443.78
5742-JPVYF,0.3651,Medium,Loyalty reward or retention offer,0,0,117.31,6,0,0.0
1333-QPNZI,0.3649,Medium,Loyalty reward or retention offer,36,0,41.19,3,0,1482.84
1543-OUOQT,0.3647,Medium,Bundle security add-on — proactive outreach,72,1,93.79,7,0,6752.88
8136-TMMNQ,0.3645,Medium,Enroll in paperless billing + auto-pay,52,0,60.46,2,0,3143.92
1706-ZTUOQ,0.3643,Medium,Bundle security add-on — proactive outreach,42,1,44.75,4,0,1879.5
1231-HSZTD,0.3641,Medium,Loyalty reward or retention offer,31,1,45.56,4,0,1412.3600000000001
9281-CJZWS,0.3641,Medium,Enroll in paperless billing + auto-pay,47,0,18.56,6,0,872.3199999999999
4784-KURCS,0.364,Medium,Loyalty reward or retention offer,50,0,86.57,1,0,4328.5
2814-TMQWS,0.3639,Medium,Loyalty reward or retention offer,44,0,28.51,6,0,1254.44
4364-YKRCT,0.3636,Medium,Loyalty reward or retention offer,10,0,59.24,5,0,592.4
9896-PGBWI,0.3636,Medium,Loyalty reward or retention offer,63,0,44.51,4,0,2804.1299999999997
7592-CKEQC,0.3636,Medium,Bundle security add-on — proactive outreach,36,2,60.98,6,0,2195.2799999999997
5599-FNEMH,0.3635,Medium,Loyalty reward or retention offer,57,0,44.35,5,0,2527.9500000000003
4679-UXWAU,0.3633,Medium,Bundle security add-on — proactive outreach,72,1,31.08,6,0,2237.7599999999998
2131-IQRZI,0.3627,Medium,Loyalty reward or retention offer,54,0,92.17,2,0,4977.18
3185-JVNCF,0.3627,Medium,Loyalty reward or retention offer,32,0,62.31,2,0,1993.92
7176-KFGLG,0.3627,Medium,Loyalty reward or retention offer,68,0,91.34,8,0,6211.12
2569-LWHWJ,0.3625,Medium,Enroll in paperless billing + auto-pay,71,0,72.42,4,0,5141.82
1133-RMGXO,0.3622,Medium,Loyalty reward or retention offer,45,0,104.23,4,0,4690.35
3603-QGVZN,0.3619,Medium,Loyalty reward or retention offer,5,1,53.67,4,0,268.35
7290-BMNCH,0.3618,Medium,Loyalty reward or retention offer,44,0,68.42,1,0,3010.48
8859-OZCDV,0.3617,Medium,Bundle security add-on — proactive outreach,51,2,61.88,7,0,3155.88
9573-RQIHC,0.3615,Medium,Loyalty reward or retention offer,71,0,85.71,1,0,6085.41
4190-OPMZG,0.3613,Medium,Loyalty reward or retention offer,4,2,71.06,5,0,284.24
7472-BFMLF,0.3612,Medium,Bundle security add-on — proactive outreach,36,2,109.76,5,0,3951.36
9797-INGVC,0.361,Medium,Loyalty reward or retention offer,63,0,36.98,5,0,2329.74
4331-TLSJH,0.3609,Medium,Loyalty reward or retention offer,19,0,101.49,5,0,1928.31
3462-UQBKR,0.3606,Medium,Enroll in paperless billing + auto-pay,58,0,64.3,4,0,3729.3999999999996
2979-VLTDV,0.3605,Medium,Loyalty reward or retention offer,66,0,68.19,4,0,4500.54
5917-ZGDYT,0.3604,Medium,Loyalty reward or retention offer,47,0,102.13,6,0,4800.11
4925-NSABH,0.3598,Medium,Loyalty reward or retention offer,30,0,101.64,4,0,3049.2
3286-SISEC,0.3598,Medium,Bundle security add-on — proactive outreach,53,1,59.0,4,0,3127.0
7581-ISTJN,0.3597,Medium,Bundle security add-on — proactive outreach,57,1,58.39,6,0,3328.23
4627-UELJH,0.3597,Medium,Enroll in paperless billing + auto-pay,59,0,38.6,4,0,2277.4
9188-XLWNL,0.3592,Medium,Loyalty reward or retention offer,39,0,50.13,5,0,1955.0700000000002
2561-TAPRE,0.359,Medium,Loyalty reward or retention offer,33,0,29.13,6,0,961.29
6306-ITBFU,0.359,Medium,Loyalty reward or retention offer,16,0,79.25,5,0,1268.0
8456-IPZUM,0.3587,Medium,Enroll in paperless billing + auto-pay,7,0,66.87,7,0,468.09000000000003
6168-FWKOF,0.3587,Medium,Loyalty reward or retention offer,7,1,72.85,5,0,509.94999999999993
8872-GFBHR,0.3586,Medium,Enroll in paperless billing + auto-pay,71,0,57.28,6,0,4066.88
8297-BSYUM,0.3586,Medium,Enroll in paperless billing + auto-pay,29,1,29.59,6,0,858.11
1427-TIAKJ,0.3583,Medium,Loyalty reward or retention offer,64,0,49.84,5,0,3189.76
6323-DMEXY,0.358,Medium,Loyalty reward or retention offer,4,1,64.31,7,0,257.24
7109-AOXZW,0.3579,Medium,Loyalty reward or retention offer,60,0,108.66,6,0,6519.599999999999
4342-JHZRD,0.3578,Medium,Loyalty reward or retention offer,34,1,90.75,1,0,3085.5
9927-GENQC,0.3574,Medium,Enroll in paperless billing + auto-pay,25,0,55.28,0,0,1382.0
2241-QZJZA,0.3574,Medium,Loyalty reward or retention offer,70,0,113.1,1,0,7917.0
3493-SABMG,0.3574,Medium,Enroll in paperless billing + auto-pay,59,0,58.51,2,0,3452.0899999999997
2600-JLPZB,0.3571,Medium,Loyalty reward or retention offer,55,0,71.82,5,0,3950.0999999999995
1644-ECACH,0.357,Medium,Loyalty reward or retention offer,63,0,22.35,5,0,1408.0500000000002
9856-YGOLK,0.3566,Medium,Loyalty reward or retention offer,55,0,66.14,6,0,3637.7
7972-LJWHO,0.3565,Medium,Bundle security add-on — proactive outreach,14,0,24.75,3,1,346.5
6785-QBEHS,0.3565,Medium,Loyalty reward or retention offer,70,0,91.58,4,0,6410.599999999999
6893-MINCP,0.3565,Medium,Bundle security add-on — proactive outreach,11,1,114.24,6,0,1256.6399999999999
9863-UUSPP,0.3552,Medium,Bundle security add-on — proactive outreach,17,1,54.89,6,0,933.13
2848-QWGWK,0.355,Medium,Loyalty reward or retention offer,38,0,42.86,3,0,1628.68
6876-MFVSS,0.3549,Medium,Bundle security add-on — proactive outreach,6,1,52.38,4,0,314.28000000000003
4905-ULRAB,0.3547,Medium,Enroll in paperless billing + auto-pay,71,0,111.81,1,0,7938.51
4844-ECJZI,0.3546,Medium,Loyalty reward or retention offer,12,1,65.83,6,0,789.96
2080-IEYRO,0.3546,Medium,Bundle security add-on — proactive outreach,55,0,42.38,6,1,2330.9
9986-CDPYM,0.3545,Medium,Loyalty reward or retention offer,3,0,61.27,6,0,183.81
7399-BPDQM,0.3544,Medium,Loyalty reward or retention offer,17,0,97.44,2,0,1656.48
6758-QHBAN,0.3537,Medium,Loyalty reward or retention offer,7,0,109.44,9,0,766.0799999999999
7416-NPQMQ,0.3536,Medium,Loyalty reward or retention offer,56,0,105.85,6,0,5927.599999999999
4614-DUGKT,0.3536,Medium,Loyalty reward or retention offer,44,0,33.71,4,0,1483.24
6904-FYNIY,0.3535,Medium,Loyalty reward or retention offer,21,0,61.06,4,0,1282.26
4457-KABZT,0.3534,Medium,Enroll in paperless billing + auto-pay,26,0,91.6,6,0,2381.6
3517-HAHUS,0.3534,Medium,Loyalty reward or retention offer,11,0,34.59,6,0,380.49
7108-KJMJK,0.3533,Medium,Loyalty reward or retention offer,21,0,28.15,3,0,591.15
4073-CFZGT,0.3533,Medium,Bundle security add-on — proactive outreach,49,1,111.17,6,0,5447.33
6987-WTTAP,0.3533,Medium,Loyalty reward or retention offer,69,0,118.0,2,0,8142.0
6581-UOHAH,0.3532,Medium,Bundle security add-on — proactive outreach,40,0,26.36,7,1,1054.4
9266-UXCRA,0.3532,Medium,Loyalty reward or retention offer,52,1,83.76,3,0,4355.52
3718-NFXZV,0.3532,Medium,Enroll in paperless billing + auto-pay,42,0,42.68,2,0,1792.56
4808-QGGEY,0.3532,Medium,Enroll in paperless billing + auto-pay,6,0,82.46,3,0,494.76
4263-LPVBB,0.3531,Medium,Bundle security add-on — proactive outreach,58,2,97.09,4,0,5631.22
4812-LQHIA,0.3531,Medium,Loyalty reward or retention offer,48,0,28.1,6,0,1348.8000000000002
4311-EYOPF,0.353,Medium,Loyalty reward or retention offer,39,0,24.69,3,0,962.9100000000001
3796-BJYXP,0.3529,Medium,Bundle security add-on — proactive outreach,70,1,84.51,5,0,5915.700000000001
5637-TPVJX,0.3528,Medium,Bundle security add-on — proactive outreach,48,0,25.33,4,1,1215.84
3018-DVMNO,0.3526,Medium,Loyalty reward or retention offer,54,0,91.22,8,0,4925.88
3709-PTCBI,0.3523,Medium,Loyalty reward or retention offer,69,0,42.56,7,0,2936.6400000000003
1753-RFTQC,0.3519,Medium,Loyalty reward or retention offer,65,0,43.62,2,0,2835.2999999999997
5751-LOMZB,0.3518,Medium,Bundle security add-on — proactive outreach,54,2,74.13,4,0,4003.0199999999995
2598-VSVRI,0.3512,Medium,Loyalty reward or retention offer,7,1,53.53,5,0,374.71000000000004
2073-XWUZP,0.3511,Medium,Bundle security add-on — proactive outreach,29,2,34.63,5,0,1004.2700000000001
2236-GGVCP,0.3511,Medium,Bundle security add-on — proactive outreach,40,1,66.59,3,0,2663.6000000000004
8782-CBQOR,0.3509,Medium,Loyalty reward or retention offer,34,0,90.6,5,0,3080.3999999999996
2651-YYHKF,0.3508,Medium,Enroll in paperless billing + auto-pay,31,0,48.95,0,0,1517.45
3284-IIYGT,0.3506,Medium,Bundle security add-on — proactive outreach,65,0,82.26,5,1,5346.900000000001
8297-QGTYR,0.3505,Medium,Loyalty reward or retention offer,4,0,76.79,5,0,307.16
2819-EITDA,0.3504,Medium,Bundle security add-on — proactive outreach,35,2,96.84,4,0,3389.4
1248-ILVVL,0.3504,Medium,Enroll in paperless billing + auto-pay,67,0,101.53,6,0,6802.51
8632-KWFGF,0.3502,Medium,Loyalty reward or retention offer,70,0,72.93,0,0,5105.1
9695-YNDEL,0.3501,Medium,Loyalty reward or retention offer,69,0,56.52,5,0,3899.88
8144-AVBSL,0.3501,Medium,Bundle security add-on — proactive outreach,59,1,92.28,7,0,5444.52
7064-HHKDS,0.35,Medium,Loyalty reward or retention offer,71,0,99.57,5,0,7069.469999999999
6040-IAJZM,0.35,Medium,Bundle security add-on — proactive outreach,17,1,46.89,3,0,797.13
7827-JYFKG,0.3499,Medium,Loyalty reward or retention offer,18,0,107.88,3,0,1941.84
1023-UIOFX,0.3498,Medium,Loyalty reward or retention offer,67,0,60.3,5,0,4040.1
2365-AUJNG,0.3498,Medium,Loyalty reward or retention offer,30,0,76.49,1,0,2294.7
1420-LRGLN,0.3496,Medium,Enroll in paperless billing + auto-pay,4,0,68.3,0,0,273.2
3222-LQRZM,0.3495,Medium,Loyalty reward or retention offer,48,0,104.51,2,0,5016.4800000000005
3771-JPCYY,0.3492,Medium,Enroll in paperless billing + auto-pay,61,0,94.01,3,0,5734.610000000001
2006-URDAP,0.349,Medium,Loyalty reward or retention offer,71,1,63.61,4,0,4516.31
9780-VVSBB,0.3489,Medium,Loyalty reward or retention offer,63,0,72.4,2,0,4561.200000000001
7977-SXMAF,0.3489,Medium,Enroll in paperless billing + auto-pay,71,1,40.1,5,0,2847.1
7252-HUUHX,0.3486,Medium,Loyalty reward or retention offer,15,0,54.73,1,0,820.9499999999999
9088-QSVTI,0.3486,Medium,Loyalty reward or retention offer,53,0,57.15,2,0,3028.95
3540-TSYWA,0.3485,Medium,Enroll in paperless billing + auto-pay,35,1,102.59,5,0,3590.65
1936-YJTNU,0.3485,Medium,Loyalty reward or retention offer,12,0,34.03,2,0,408.36
1565-CTNXD,0.3484,Medium,Enroll in paperless billing + auto-pay,14,1,103.49,5,0,1448.86
7071-NTDOJ,0.3484,Medium,Bundle security add-on — proactive outreach,38,0,112.25,3,1,4265.5
4138-GRHFB,0.3483,Medium,Bundle security add-on — proactive outreach,31,2,94.56,6,0,2931.36
2034-WIUBS,0.3479,Medium,Bundle security add-on — proactive outreach,23,0,19.02,2,1,437.46
1243-YSLUW,0.3478,Medium,Bundle security add-on — proactive outreach,26,0,68.14,5,1,1771.64
3164-BPFEA,0.3478,Medium,Loyalty reward or retention offer,42,1,33.41,6,0,1403.2199999999998
9900-AGVDB,0.3477,Medium,Loyalty reward or retention offer,45,0,67.51,8,0,3037.9500000000003
8549-XKYZY,0.3477,Medium,Enroll in paperless billing + auto-pay,37,1,26.78,5,0,990.86
4019-QNSVT,0.3474,Medium,Enroll in paperless billing + auto-pay,15,0,85.77,5,0,1286.55
3873-CBKHB,0.347,Medium,Bundle security add-on — proactive outreach,21,1,114.25,4,0,2399.25
8813-EZQRO,0.347,Medium,Bundle security add-on — proactive outreach,67,0,55.79,8,1,3737.93
3236-RPGEU,0.3468,Medium,Loyalty reward or retention offer,55,0,28.4,2,0,1562.0
6381-OITRD,0.3466,Medium,Enroll in paperless billing + auto-pay,44,0,79.17,2,0,3483.48
5828-MDPIZ,0.3466,Medium,Loyalty reward or retention offer,66,0,63.34,4,0,4180.4400000000005
7526-NERFD,0.3465,Medium,Bundle security add-on — proactive outreach,13,1,105.21,6,0,1367.73
8233-XMEEC,0.3464,Medium,Loyalty reward or retention offer,31,0,28.4,3,0,880.4
4928-BBJVP,0.3463,Medium,Enroll in paperless billing + auto-pay,28,1,92.89,5,0,2600.92
2008-ITOGI,0.3461,Medium,Bundle security add-on — proactive outreach,45,2,66.14,5,0,2976.3
9987-ETURM,0.3459,Medium,Loyalty reward or retention offer,42,0,71.49,1,0,3002.58
4584-BAXUM,0.3459,Medium,Bundle security add-on — proactive outreach,64,1,86.24,6,0,5519.36
6455-BHITU,0.3457,Medium,Loyalty reward or retention offer,45,0,49.67,4,0,2235.15
4681-TOVBJ,0.3456,Medium,Loyalty reward or retention offer,66,0,82.13,1,0,5420.58
9568-EBEVW,0.3456,Medium,Enroll in paperless billing + auto-pay,19,1,74.45,3,0,1414.55
4100-JPYVY,0.3451,Medium,Loyalty reward or retention offer,49,0,54.88,1,0,2689.1200000000003
6030-SXWAI,0.345,Medium,Loyalty reward or retention offer,71,0,106.17,3,0,7538.07
3920-ZPENW,0.345,Medium,Bundle security add-on — proactive outreach,51,2,104.5,5,0,5329.5
7653-LPJYF,0.3447,Medium,Enroll in paperless billing + auto-pay,65,0,18.39,5,0,1195.3500000000001
3155-UHYWN,0.3441,Medium,Enroll in paperless billing + auto-pay,39,0,50.25,5,0,1959.75
5496-HKUAZ,0.3437,Medium,Loyalty reward or retention offer,60,0,111.35,2,0,6681.0
7763-GJTYN,0.3436,Medium,Loyalty reward or retention offer,29,0,55.08,1,0,1597.32
9173-MHJTI,0.3433,Medium,Loyalty reward or retention offer,59,0,71.22,3,0,4201.98
1689-RLRBF,0.3432,Medium,Loyalty reward or retention offer,43,0,41.78,5,0,1796.54
6050-RXPRQ,0.3431,Medium,Loyalty reward or retention offer,71,0,44.8,4,0,3180.7999999999997
7980-GHIOB,0.3431,Medium,Loyalty reward or retention offer,71,0,104.17,1,0,7396.07
8806-CDYZQ,0.343,Medium,Loyalty reward or retention offer,44,0,50.81,7,0,2235.6400000000003
3303-VBTIW,0.3428,Medium,Loyalty reward or retention offer,46,0,64.9,2,0,2985.4
2048-PHLHK,0.3428,Medium,Loyalty reward or retention offer,20,0,57.87,2,0,1157.3999999999999
6230-EKMCP,0.3427,Medium,Enroll in paperless billing + auto-pay,22,1,73.41,2,0,1615.02
3187-LMKUG,0.3426,Medium,Bundle security add-on — proactive outreach,3,2,65.58,4,0,196.74
2144-SDBVE,0.3425,Medium,Enroll in paperless billing + auto-pay,2,0,78.75,1,0,157.5
1756-WMJQW,0.3424,Medium,Loyalty reward or retention offer,56,0,106.37,1,0,5956.72
5604-GJWAU,0.3424,Medium,Bundle security add-on — proactive outreach,8,1,66.71,5,0,533.68
1070-SHPDW,0.3422,Medium,Loyalty reward or retention offer,23,0,67.88,1,0,1561.2399999999998
9775-QFUJH,0.3421,Medium,Bundle security add-on — proactive outreach,48,1,78.3,4,0,3758.3999999999996
7121-TUSSU,0.342,Medium,Enroll in paperless billing + auto-pay,34,0,24.18,5,0,822.12
1943-JELVB,0.3418,Medium,Loyalty reward or retention offer,15,0,58.14,1,0,872.1
9047-GDEJS,0.3416,Medium,Bundle security add-on — proactive outreach,67,0,77.38,8,1,5184.46
5457-FKFFK,0.3415,Medium,Loyalty reward or retention offer,40,0,105.66,5,0,4226.4
8329-WVVII,0.3412,Medium,Loyalty reward or retention offer,17,0,108.19,5,0,1839.23
7564-LARNT,0.3412,Medium,Loyalty reward or retention offer,4,0,25.3,2,0,101.2
3144-QAIPW,0.341,Medium,Loyalty reward or retention offer,8,0,41.22,2,0,329.76
7662-KDLZZ,0.3407,Medium,Bundle security add-on — proactive outreach,44,0,21.26,6,1,935.44
7151-JMNMV,0.3407,Medium,Loyalty reward or retention offer,4,0,43.86,6,0,175.44
4557-GBKRT,0.3405,Medium,Loyalty reward or retention offer,65,0,106.01,1,0,6890.650000000001
1279-LJSOX,0.3403,Medium,Enroll in paperless billing + auto-pay,9,1,59.65,3,0,536.85
1955-WFHDE,0.34,Medium,Loyalty reward or retention offer,26,0,48.32,6,0,1256.32
4334-TWWPZ,0.3398,Medium,Loyalty reward or retention offer,14,2,22.05,4,0,308.7
9208-VKOMI,0.3398,Medium,Loyalty reward or retention offer,1,1,37.55,2,0,37.55
1903-CHSHT,0.3398,Medium,Loyalty reward or retention offer,68,0,108.93,5,0,7407.240000000001
8647-RZDXG,0.3398,Medium,Loyalty reward or retention offer,72,0,90.64,3,0,6526.08
3936-OSTTA,0.3396,Medium,Bundle security add-on — proactive outreach,38,0,68.3,7,1,2595.4
3775-VWYMC,0.3392,Medium,Loyalty reward or retention offer,59,0,29.68,0,0,1751.12
4783-DDDVS,0.3391,Medium,Bundle security add-on — proactive outreach,57,0,27.07,7,1,1542.99
8361-EZNIS,0.3391,Medium,Enroll in paperless billing + auto-pay,43,0,49.86,3,0,2143.98
2558-JCSII,0.339,Medium,Bundle security add-on — proactive outreach,32,0,22.5,4,1,720.0
8807-YPZYD,0.339,Medium,Bundle security add-on — proactive outreach,27,2,61.32,6,0,1655.64
5730-SFCQA,0.3389,Medium,Bundle security add-on — proactive outreach,59,1,109.62,5,0,6467.58
8428-ZKITH,0.3389,Medium,Bundle security add-on — proactive outreach,32,2,89.68,4,0,2869.76
8670-VUOUX,0.3389,Medium,Enroll in paperless billing + auto-pay,22,0,57.32,4,0,1261.04
1403-BBZNN,0.3387,Medium,Loyalty reward or retention offer,20,0,100.66,6,0,2013.1999999999998
1602-MKXOH,0.3384,Medium,Enroll in paperless billing + auto-pay,8,0,99.59,1,0,796.72
8724-LFIUY,0.3384,Medium,Loyalty reward or retention offer,23,0,29.05,1,0,668.15
2791-NBAQN,0.3383,Medium,Enroll in paperless billing + auto-pay,29,0,65.18,1,0,1890.2200000000003
